"idhod","hodnota","ukaz_kod","vytah_cis","vytah_kod","uzemi_cis","uzemi_kod","sldb_rok","sldb_datum","ukaz_txt","vytah_txt","uzemi_txt"
"965569485","4","2409","5768","9","43","506214","2021","2021-03-26","Počet domů","nezjištěno","Bolatice"
"957248284","463","2409",,,"43","506320","2021","2021-03-26","Počet domů",,"Brumovice"
"965567246","0","2409","3206","1","43","506320","2021","2021-03-26","Počet domů","s výtahem","Brumovice"
"965540524","455","2409","3206","2","43","506320","2021","2021-03-26","Počet domů","bez výtahu","Brumovice"
"965527237","8","2409","5768","9","43","506320","2021","2021-03-26","Počet domů","nezjištěno","Brumovice"
"957534065","399","2409",,,"43","506451","2021","2021-03-26","Počet domů",,"Březová"
"965582204","0","2409","3206","1","43","506451","2021","2021-03-26","Počet domů","s výtahem","Březová"
"965501886","391","2409","3206","2","43","506451","2021","2021-03-26","Počet domů","bez výtahu","Březová"
"965568657","8","2409","5768","9","43","506451","2021","2021-03-26","Počet domů","nezjištěno","Březová"
"957172165","706","2409",,,"43","506460","2021","2021-03-26","Počet domů",,"Budišov nad Budišovkou"
"965580368","3","2409","3206","1","43","506460","2021","2021-03-26","Počet domů","s výtahem","Budišov nad Budišovkou"
"965540170","675","2409","3206","2","43","506460","2021","2021-03-26","Počet domů","bez výtahu","Budišov nad Budišovkou"
"965540171","28","2409","5768","9","43","506460","2021","2021-03-26","Počet domů","nezjištěno","Budišov nad Budišovkou"
"957462266","145","2409",,,"43","506486","2021","2021-03-26","Počet domů",,"Boží Dar"
"965500692","0","2409","3206","1","43","506486","2021","2021-03-26","Počet domů","s výtahem","Boží Dar"
"965487076","139","2409","3206","2","43","506486","2021","2021-03-26","Počet domů","bez výtahu","Boží Dar"
"965567443","6","2409","5768","9","43","506486","2021","2021-03-26","Počet domů","nezjištěno","Boží Dar"
"957170880","158","2409",,,"43","506494","2021","2021-03-26","Počet domů",,"Nové Hamry"
"965580272","0","2409","3206","1","43","506494","2021","2021-03-26","Počet domů","s výtahem","Nové Hamry"
"965486546","155","2409","3206","2","43","506494","2021","2021-03-26","Počet domů","bez výtahu","Nové Hamry"
"965566948","3","2409","5768","9","43","506494","2021","2021-03-26","Počet domů","nezjištěno","Nové Hamry"
"957320882","61","2409",,,"43","506621","2021","2021-03-26","Počet domů",,"Čichalov"
"965488753","0","2409","3206","1","43","506621","2021","2021-03-26","Počet domů","s výtahem","Čichalov"
"965515660","59","2409","3206","2","43","506621","2021","2021-03-26","Počet domů","bez výtahu","Čichalov"
"965555685","2","2409","5768","9","43","506621","2021","2021-03-26","Počet domů","nezjištěno","Čichalov"
"957462078","125","2409",,,"43","506664","2021","2021-03-26","Počet domů",,"Skořice"
"965516429","0","2409","3206","1","43","506664","2021","2021-03-26","Počet domů","s výtahem","Skořice"
"965569703","119","2409","3206","2","43","506664","2021","2021-03-26","Počet domů","bez výtahu","Skořice"
"965529658","6","2409","5768","9","43","506664","2021","2021-03-26","Počet domů","nezjištěno","Skořice"
"957606036","112","2409",,,"43","506699","2021","2021-03-26","Počet domů",,"Otmarov"
"965567272","0","2409","3206","1","43","506699","2021","2021-03-26","Počet domů","s výtahem","Otmarov"
"965513916","111","2409","3206","2","43","506699","2021","2021-03-26","Počet domů","bez výtahu","Otmarov"
"965580764","1","2409","5768","9","43","506699","2021","2021-03-26","Počet domů","nezjištěno","Otmarov"
"957605724","805","2409",,,"43","506702","2021","2021-03-26","Počet domů",,"Dolní Benešov"
"965566839","0","2409","3206","1","43","506702","2021","2021-03-26","Počet domů","s výtahem","Dolní Benešov"
"965566838","802","2409","3206","2","43","506702","2021","2021-03-26","Počet domů","bez výtahu","Dolní Benešov"
"965486567","3","2409","5768","9","43","506702","2021","2021-03-26","Počet domů","nezjištěno","Dolní Benešov"
"957462162","467","2409",,,"43","506711","2021","2021-03-26","Počet domů",,"Dolní Lhota"
"965514343","0","2409","3206","1","43","506711","2021","2021-03-26","Počet domů","s výtahem","Dolní Lhota"
"965527662","463","2409","3206","2","43","506711","2021","2021-03-26","Počet domů","bez výtahu","Dolní Lhota"
"965514344","4","2409","5768","9","43","506711","2021","2021-03-26","Počet domů","nezjištěno","Dolní Lhota"
"957533872","75","2409",,,"43","506729","2021","2021-03-26","Počet domů",,"Dvorce"
"965581806","0","2409","3206","1","43","506729","2021","2021-03-26","Počet domů","s výtahem","Dvorce"
"965581805","70","2409","3206","2","43","506729","2021","2021-03-26","Počet domů","bez výtahu","Dvorce"
"965501500","5","2409","5768","9","43","506729","2021","2021-03-26","Počet domů","nezjištěno","Dvorce"
"957462086","580","2409",,,"43","506737","2021","2021-03-26","Počet domů",,"Chvalčov"
"965515085","2","2409","3206","1","43","506737","2021","2021-03-26","Počet domů","s výtahem","Chvalčov"
"965541688","569","2409","3206","2","43","506737","2021","2021-03-26","Počet domů","bez výtahu","Chvalčov"
"965581913","9","2409","5768","9","43","506737","2021","2021-03-26","Počet domů","nezjištěno","Chvalčov"
"957172280","918","2409",,,"43","506753","2021","2021-03-26","Počet domů",,"Háj ve Slezsku"
"965514857","1","2409","3206","1","43","506753","2021","2021-03-26","Počet domů","s výtahem","Háj ve Slezsku"
"965514856","911","2409","3206","2","43","506753","2021","2021-03-26","Počet domů","bez výtahu","Háj ve Slezsku"
"965514858","6","2409","5768","9","43","506753","2021","2021-03-26","Počet domů","nezjištěno","Háj ve Slezsku"
"957170775","101","2409",,,"43","506761","2021","2021-03-26","Počet domů",,"Alojzov"
"965582132","0","2409","3206","1","43","506761","2021","2021-03-26","Počet domů","s výtahem","Alojzov"
"965488387","100","2409","3206","2","43","506761","2021","2021-03-26","Počet domů","bez výtahu","Alojzov"
"965568585","1","2409","5768","9","43","506761","2021","2021-03-26","Počet domů","nezjištěno","Alojzov"
"957387775","183","2409",,,"43","506770","2021","2021-03-26","Počet domů",,"Seloutky"
"965555323","0","2409","3206","1","43","506770","2021","2021-03-26","Počet domů","s výtahem","Seloutky"
"965582133","182","2409","3206","2","43","506770","2021","2021-03-26","Počet domů","bez výtahu","Seloutky"
"965488532","1","2409","5768","9","43","506770","2021","2021-03-26","Počet domů","nezjištěno","Seloutky"
"957172603","2694","2409",,,"43","507016","2021","2021-03-26","Počet domů",,"Hlučín"
"965556587","48","2409","3206","1","43","507016","2021","2021-03-26","Počet domů","s výtahem","Hlučín"
"965503101","2636","2409","3206","2","43","507016","2021","2021-03-26","Počet domů","bez výtahu","Hlučín"
"965476145","10","2409","5768","9","43","507016","2021","2021-03-26","Počet domů","nezjištěno","Hlučín"
"957248645","646","2409",,,"43","507091","2021","2021-03-26","Počet domů",,"Nýdek"
"965516315","2","2409","3206","1","43","507091","2021","2021-03-26","Počet domů","s výtahem","Nýdek"
"965542916","631","2409","3206","2","43","507091","2021","2021-03-26","Počet domů","bez výtahu","Nýdek"
"965516316","13","2409","5768","9","43","507091","2021","2021-03-26","Počet domů","nezjištěno","Nýdek"
"957387628","261","2409",,,"43","507105","2021","2021-03-26","Počet domů",,"Hněvošice"
"965486905","0","2409","3206","1","43","507105","2021","2021-03-26","Počet domů","s výtahem","Hněvošice"
"965527156","259","2409","3206","2","43","507105","2021","2021-03-26","Počet domů","bez výtahu","Hněvošice"
"965540455","2","2409","5768","9","43","507105","2021","2021-03-26","Počet domů","nezjištěno","Hněvošice"
"957387624","418","2409",,,"43","507113","2021","2021-03-26","Počet domů",,"Holasovice"
"965502325","0","2409","3206","1","43","507113","2021","2021-03-26","Počet domů","s výtahem","Holasovice"
"965502324","413","2409","3206","2","43","507113","2021","2021-03-26","Počet domů","bez výtahu","Holasovice"
"965529032","5","2409","5768","9","43","507113","2021","2021-03-26","Počet domů","nezjištěno","Holasovice"
"957388529","300","2409",,,"43","507181","2021","2021-03-26","Počet domů",,"Pržno"
"965503918","0","2409","3206","1","43","507181","2021","2021-03-26","Počet domů","s výtahem","Pržno"
"965557377","300","2409","3206","2","43","507181","2021","2021-03-26","Počet domů","bez výtahu","Pržno"
"965557378","0","2409","5768","9","43","507181","2021","2021-03-26","Počet domů","nezjištěno","Pržno"
"957606082","443","2409",,,"43","507237","2021","2021-03-26","Počet domů",,"Komorní Lhotka"
"965568339","2","2409","3206","1","43","507237","2021","2021-03-26","Počet domů","s výtahem","Komorní Lhotka"
"965581885","421","2409","3206","2","43","507237","2021","2021-03-26","Počet domů","bez výtahu","Komorní Lhotka"
"965501573","20","2409","5768","9","43","507237","2021","2021-03-26","Počet domů","nezjištěno","Komorní Lhotka"
"957606780","269","2409",,,"43","507261","2021","2021-03-26","Počet domů",,"Hrabyně"
"965568105","2","2409","3206","1","43","507261","2021","2021-03-26","Počet domů","s výtahem","Hrabyně"
"965487884","263","2409","3206","2","43","507261","2021","2021-03-26","Počet domů","bez výtahu","Hrabyně"
"965568106","4","2409","5768","9","43","507261","2021","2021-03-26","Počet domů","nezjištěno","Hrabyně"
"957605599","1542","2409",,,"43","507270","2021","2021-03-26","Počet domů",,"Hradec nad Moravicí"
"965517296","7","2409","3206","1","43","507270","2021","2021-03-26","Počet domů","s výtahem","Hradec nad Moravicí"
"965503914","1488","2409","3206","2","43","507270","2021","2021-03-26","Počet domů","bez výtahu","Hradec nad Moravicí"
"965503915","47","2409","5768","9","43","507270","2021","2021-03-26","Počet domů","nezjištěno","Hradec nad Moravicí"
"957248566","306","2409",,,"43","507334","2021","2021-03-26","Počet domů",,"Chuchelná"
"965515233","1","2409","3206","1","43","507334","2021","2021-03-26","Počet domů","s výtahem","Chuchelná"
"965568524","303","2409","3206","2","43","507334","2021","2021-03-26","Počet domů","bez výtahu","Chuchelná"
"965541831","2","2409","5768","9","43","507334","2021","2021-03-26","Počet domů","nezjištěno","Chuchelná"
"957320514","403","2409",,,"43","507377","2021","2021-03-26","Počet domů",,"Jakartovice"
"965540961","1","2409","3206","1","43","507377","2021","2021-03-26","Počet domů","s výtahem","Jakartovice"
"965487442","360","2409","3206","2","43","507377","2021","2021-03-26","Počet domů","bez výtahu","Jakartovice"
"965514365","42","2409","5768","9","43","507377","2021","2021-03-26","Počet domů","nezjištěno","Jakartovice"
"957320437","689","2409",,,"43","507423","2021","2021-03-26","Počet domů",,"Janovice"
"965528424","0","2409","3206","1","43","507423","2021","2021-03-26","Počet domů","s výtahem","Janovice"
"965541736","675","2409","3206","2","43","507423","2021","2021-03-26","Počet domů","bez výtahu","Janovice"
"965488222","14","2409","5768","9","43","507423","2021","2021-03-26","Počet domů","nezjištěno","Janovice"
"957533420","112","2409",,,"43","507458","2021","2021-03-26","Počet domů",,"Košařiska"
"965582035","0","2409","3206","1","43","507458","2021","2021-03-26","Počet domů","s výtahem","Košařiska"
"965555240","104","2409","3206","2","43","507458","2021","2021-03-26","Počet domů","bez výtahu","Košařiska"
"965501731","8","2409","5768","9","43","507458","2021","2021-03-26","Počet domů","nezjištěno","Košařiska"
"957534578","805","2409",,,"43","507504","2021","2021-03-26","Počet domů",,"Kobeřice"
"965570556","1","2409","3206","1","43","507504","2021","2021-03-26","Počet domů","s výtahem","Kobeřice"
"965570555","803","2409","3206","2","43","507504","2021","2021-03-26","Počet domů","bez výtahu","Kobeřice"
"965490400","1","2409","5768","9","43","507504","2021","2021-03-26","Počet domů","nezjištěno","Kobeřice"
"957462496","413","2409",,,"43","507547","2021","2021-03-26","Počet domů",,"Milíkov"
"965488575","0","2409","3206","1","43","507547","2021","2021-03-26","Počet domů","s výtahem","Milíkov"
"965528774","390","2409","3206","2","43","507547","2021","2021-03-26","Počet domů","bez výtahu","Milíkov"
"965568773","23","2409","5768","9","43","507547","2021","2021-03-26","Počet domů","nezjištěno","Milíkov"
"957606043","1878","2409",,,"43","507580","2021","2021-03-26","Počet domů",,"Kravaře"
"965501822","1","2409","3206","1","43","507580","2021","2021-03-26","Počet domů","s výtahem","Kravaře"
"965528592","1869","2409","3206","2","43","507580","2021","2021-03-26","Počet domů","bez výtahu","Kravaře"
"965555341","8","2409","5768","9","43","507580","2021","2021-03-26","Počet domů","nezjištěno","Kravaře"
"957395469","40","2409",,,"43","507610","2021","2021-03-26","Počet domů",,"Doňov"
"965554074","0","2409","3206","1","43","507610","2021","2021-03-26","Počet domů","s výtahem","Doňov"
"965554073","39","2409","3206","2","43","507610","2021","2021-03-26","Počet domů","bez výtahu","Doňov"
"965514027","1","2409","5768","9","43","507610","2021","2021-03-26","Počet domů","nezjištěno","Doňov"
"957171092","98","2409",,,"43","507628","2021","2021-03-26","Počet domů",,"Pleše"
"965540467","0","2409","3206","1","43","507628","2021","2021-03-26","Počet domů","s výtahem","Pleše"
"965580665","97","2409","3206","2","43","507628","2021","2021-03-26","Počet domů","bez výtahu","Pleše"
"965567178","1","2409","5768","9","43","507628","2021","2021-03-26","Počet domů","nezjištěno","Pleše"
"957532936","44","2409",,,"43","507644","2021","2021-03-26","Počet domů",,"Újezdec"
"965486913","0","2409","3206","1","43","507644","2021","2021-03-26","Počet domů","s výtahem","Újezdec"
"965486912","44","2409","3206","2","43","507644","2021","2021-03-26","Počet domů","bez výtahu","Újezdec"
"965580666","0","2409","5768","9","43","507644","2021","2021-03-26","Počet domů","nezjištěno","Újezdec"
"957605294","57","2409",,,"43","507652","2021","2021-03-26","Počet domů",,"Višňová"
"965553852","0","2409","3206","1","43","507652","2021","2021-03-26","Počet domů","s výtahem","Višňová"
"965486914","54","2409","3206","2","43","507652","2021","2021-03-26","Počet domů","bez výtahu","Višňová"
"965500398","3","2409","5768","9","43","507652","2021","2021-03-26","Počet domů","nezjištěno","Višňová"
"957388045","40","2409",,,"43","507695","2021","2021-03-26","Počet domů",,"Záhoří"
"965486915","0","2409","3206","1","43","507695","2021","2021-03-26","Počet domů","s výtahem","Záhoří"
"965580667","40","2409","3206","2","43","507695","2021","2021-03-26","Počet domů","bez výtahu","Záhoří"
"965513811","0","2409","5768","9","43","507695","2021","2021-03-26","Počet domů","nezjištěno","Záhoří"
