"idhod","hodnota","ukaz_kod","vytah_cis","vytah_kod","uzemi_cis","uzemi_kod","sldb_rok","sldb_datum","ukaz_txt","vytah_txt","uzemi_txt"
"965514709","99","2409","3206","2","43","549177","2021","2021-03-26","Počet domů","bez výtahu","Zachotín"
"965568022","1","2409","5768","9","43","549177","2021","2021-03-26","Počet domů","nezjištěno","Zachotín"
"957320980","49","2409",,,"43","549185","2021","2021-03-26","Počet domů",,"Ohařice"
"965500924","0","2409","3206","1","43","549185","2021","2021-03-26","Počet domů","s výtahem","Ohařice"
"965567673","41","2409","3206","2","43","549185","2021","2021-03-26","Počet domů","bez výtahu","Ohařice"
"965567674","8","2409","5768","9","43","549185","2021","2021-03-26","Počet domů","nezjištěno","Ohařice"
"957320637","108","2409",,,"43","549193","2021","2021-03-26","Počet domů",,"Zámostí-Blata"
"965476048","0","2409","3206","1","43","549193","2021","2021-03-26","Počet domů","s výtahem","Zámostí-Blata"
"965489580","93","2409","3206","2","43","549193","2021","2021-03-26","Počet domů","bez výtahu","Zámostí-Blata"
"965569712","15","2409","5768","9","43","549193","2021","2021-03-26","Počet domů","nezjištěno","Zámostí-Blata"
"957320490","89","2409",,,"43","549207","2021","2021-03-26","Počet domů",,"Nevratice"
"965530731","0","2409","3206","1","43","549207","2021","2021-03-26","Počet domů","s výtahem","Nevratice"
"965570794","84","2409","3206","2","43","549207","2021","2021-03-26","Počet domů","bez výtahu","Nevratice"
"965477083","5","2409","5768","9","43","549207","2021","2021-03-26","Počet domů","nezjištěno","Nevratice"
"957099910","495","2409",,,"43","549215","2021","2021-03-26","Počet domů",,"Želiv"
"965487631","1","2409","3206","1","43","549215","2021","2021-03-26","Počet domů","s výtahem","Želiv"
"965527872","468","2409","3206","2","43","549215","2021","2021-03-26","Počet domů","bez výtahu","Želiv"
"965514552","26","2409","5768","9","43","549215","2021","2021-03-26","Počet domů","nezjištěno","Želiv"
"957320949","93","2409",,,"43","549223","2021","2021-03-26","Počet domů",,"Chyjice"
"965568091","0","2409","3206","1","43","549223","2021","2021-03-26","Počet domů","s výtahem","Chyjice"
"965581590","88","2409","3206","2","43","549223","2021","2021-03-26","Počet domů","bez výtahu","Chyjice"
"965568230","5","2409","5768","9","43","549223","2021","2021-03-26","Počet domů","nezjištěno","Chyjice"
"957606979","996","2409",,,"43","549231","2021","2021-03-26","Počet domů",,"Žirovnice"
"965514870","1","2409","3206","1","43","549231","2021","2021-03-26","Počet domů","s výtahem","Žirovnice"
"965568171","986","2409","3206","2","43","549231","2021","2021-03-26","Počet domů","bez výtahu","Žirovnice"
"965488095","9","2409","5768","9","43","549231","2021","2021-03-26","Počet domů","nezjištěno","Žirovnice"
"957320776","4079","2409",,,"43","549240","2021","2021-03-26","Počet domů",,"Písek"
"965554420","249","2409","3206","1","43","549240","2021","2021-03-26","Počet domů","s výtahem","Písek"
"965487478","3805","2409","3206","2","43","549240","2021","2021-03-26","Počet domů","bez výtahu","Písek"
"965500950","25","2409","5768","9","43","549240","2021","2021-03-26","Počet domů","nezjištěno","Písek"
"957171057","506","2409",,,"43","549258","2021","2021-03-26","Počet domů",,"Albrechtice nad Vltavou"
"965487967","0","2409","3206","1","43","549258","2021","2021-03-26","Počet domů","s výtahem","Albrechtice nad Vltavou"
"965568185","473","2409","3206","2","43","549258","2021","2021-03-26","Počet domů","bez výtahu","Albrechtice nad Vltavou"
"965554922","33","2409","5768","9","43","549258","2021","2021-03-26","Počet domů","nezjištěno","Albrechtice nad Vltavou"
"957171357","686","2409",,,"43","549266","2021","2021-03-26","Počet domů",,"Bernartice"
"965554162","1","2409","3206","1","43","549266","2021","2021-03-26","Počet domů","s výtahem","Bernartice"
"965527467","635","2409","3206","2","43","549266","2021","2021-03-26","Počet domů","bez výtahu","Bernartice"
"965500712","50","2409","5768","9","43","549266","2021","2021-03-26","Počet domů","nezjištěno","Bernartice"
"957462427","44","2409",,,"43","549274","2021","2021-03-26","Počet domů",,"Rašín"
"965553945","0","2409","3206","1","43","549274","2021","2021-03-26","Počet domů","s výtahem","Rašín"
"965487031","42","2409","3206","2","43","549274","2021","2021-03-26","Počet domů","bez výtahu","Rašín"
"965513917","2","2409","5768","9","43","549274","2021","2021-03-26","Počet domů","nezjištěno","Rašín"
"957389548","87","2409",,,"43","549282","2021","2021-03-26","Počet domů",,"Butoves"
"965555142","0","2409","3206","1","43","549282","2021","2021-03-26","Počet domů","s výtahem","Butoves"
"965501627","87","2409","3206","2","43","549282","2021","2021-03-26","Počet domů","bez výtahu","Butoves"
"965515113","0","2409","5768","9","43","549282","2021","2021-03-26","Počet domů","nezjištěno","Butoves"
"957171850","177","2409",,,"43","549291","2021","2021-03-26","Počet domů",,"Božetice"
"965581035","0","2409","3206","1","43","549291","2021","2021-03-26","Počet domů","s výtahem","Božetice"
"965527524","175","2409","3206","2","43","549291","2021","2021-03-26","Počet domů","bez výtahu","Božetice"
"965540802","2","2409","5768","9","43","549291","2021","2021-03-26","Počet domů","nezjištěno","Božetice"
"957248381","113","2409",,,"43","549304","2021","2021-03-26","Počet domů",,"Branice"
"965488079","0","2409","3206","1","43","549304","2021","2021-03-26","Počet domů","s výtahem","Branice"
"965528304","110","2409","3206","2","43","549304","2021","2021-03-26","Počet domů","bez výtahu","Branice"
"965501526","3","2409","5768","9","43","549304","2021","2021-03-26","Počet domů","nezjištěno","Branice"
"957248643","88","2409",,,"43","549312","2021","2021-03-26","Počet domů",,"Kacákova Lhota"
"965515115","0","2409","3206","1","43","549312","2021","2021-03-26","Počet domů","s výtahem","Kacákova Lhota"
"965568385","85","2409","3206","2","43","549312","2021","2021-03-26","Počet domů","bez výtahu","Kacákova Lhota"
"965528122","3","2409","5768","9","43","549312","2021","2021-03-26","Počet domů","nezjištěno","Kacákova Lhota"
"957099743","139","2409",,,"43","549321","2021","2021-03-26","Počet domů",,"Cerhonice"
"965541723","0","2409","3206","1","43","549321","2021","2021-03-26","Počet domů","s výtahem","Cerhonice"
"965528419","127","2409","3206","2","43","549321","2021","2021-03-26","Počet domů","bez výtahu","Cerhonice"
"965528420","12","2409","5768","9","43","549321","2021","2021-03-26","Počet domů","nezjištěno","Cerhonice"
"957098329","400","2409",,,"43","549339","2021","2021-03-26","Počet domů",,"Čimelice"
"965488587","1","2409","3206","1","43","549339","2021","2021-03-26","Počet domů","s výtahem","Čimelice"
"965528781","378","2409","3206","2","43","549339","2021","2021-03-26","Počet domů","bez výtahu","Čimelice"
"965488588","21","2409","5768","9","43","549339","2021","2021-03-26","Počet domů","nezjištěno","Čimelice"
"957248462","516","2409",,,"43","549347","2021","2021-03-26","Počet domů",,"Čížová"
"965582008","0","2409","3206","1","43","549347","2021","2021-03-26","Počet domů","s výtahem","Čížová"
"965501702","493","2409","3206","2","43","549347","2021","2021-03-26","Počet domů","bez výtahu","Čížová"
"965555220","23","2409","5768","9","43","549347","2021","2021-03-26","Počet domů","nezjištěno","Čížová"
"957171040","106","2409",,,"43","549355","2021","2021-03-26","Počet domů",,"Cholenice"
"965501026","0","2409","3206","1","43","549355","2021","2021-03-26","Počet domů","s výtahem","Cholenice"
"965554492","104","2409","3206","2","43","549355","2021","2021-03-26","Počet domů","bez výtahu","Cholenice"
"965567791","2","2409","5768","9","43","549355","2021","2021-03-26","Počet domů","nezjištěno","Cholenice"
"957533083","404","2409",,,"43","549363","2021","2021-03-26","Počet domů",,"Dobev"
"965513602","1","2409","3206","1","43","549363","2021","2021-03-26","Počet domů","s výtahem","Dobev"
"965486708","388","2409","3206","2","43","549363","2021","2021-03-26","Počet domů","bez výtahu","Dobev"
"965526974","15","2409","5768","9","43","549363","2021","2021-03-26","Počet domů","nezjištěno","Dobev"
"957171813","174","2409",,,"43","549371","2021","2021-03-26","Počet domů",,"Dražíč"
"965527878","0","2409","3206","1","43","549371","2021","2021-03-26","Počet domů","s výtahem","Dražíč"
"965487640","161","2409","3206","2","43","549371","2021","2021-03-26","Počet domů","bez výtahu","Dražíč"
"965541142","13","2409","5768","9","43","549371","2021","2021-03-26","Počet domů","nezjištěno","Dražíč"
"957389534","315","2409",,,"43","549380","2021","2021-03-26","Počet domů",,"Drhovle"
"965528070","1","2409","3206","1","43","549380","2021","2021-03-26","Počet domů","s výtahem","Drhovle"
"965487706","297","2409","3206","2","43","549380","2021","2021-03-26","Počet domů","bez výtahu","Drhovle"
"965528071","17","2409","5768","9","43","549380","2021","2021-03-26","Počet domů","nezjištěno","Drhovle"
"957605741","134","2409",,,"43","549398","2021","2021-03-26","Počet domů",,"Heřmaň"
"965554876","0","2409","3206","1","43","549398","2021","2021-03-26","Počet domů","s výtahem","Heřmaň"
"965487923","130","2409","3206","2","43","549398","2021","2021-03-26","Počet domů","bez výtahu","Heřmaň"
"965528136","4","2409","5768","9","43","549398","2021","2021-03-26","Počet domů","nezjištěno","Heřmaň"
"957604974","396","2409",,,"43","549401","2021","2021-03-26","Počet domů",,"Pozlovice"
"965515030","0","2409","3206","1","43","549401","2021","2021-03-26","Počet domů","s výtahem","Pozlovice"
"965541626","388","2409","3206","2","43","549401","2021","2021-03-26","Počet domů","bez výtahu","Pozlovice"
"965501555","8","2409","5768","9","43","549401","2021","2021-03-26","Počet domů","nezjištěno","Pozlovice"
"957388976","128","2409",,,"43","549410","2021","2021-03-26","Počet domů",,"Hrazany"
"965580779","0","2409","3206","1","43","549410","2021","2021-03-26","Počet domů","s výtahem","Hrazany"
"965553973","124","2409","3206","2","43","549410","2021","2021-03-26","Počet domů","bez výtahu","Hrazany"
"965513937","4","2409","5768","9","43","549410","2021","2021-03-26","Počet domů","nezjištěno","Hrazany"
"957606361","233","2409",,,"43","549428","2021","2021-03-26","Počet domů",,"Hrejkovice"
"965500669","1","2409","3206","1","43","549428","2021","2021-03-26","Počet domů","s výtahem","Hrejkovice"
"965500668","228","2409","3206","2","43","549428","2021","2021-03-26","Počet domů","bez výtahu","Hrejkovice"
"965514091","4","2409","5768","9","43","549428","2021","2021-03-26","Počet domů","nezjištěno","Hrejkovice"
"957100061","129","2409",,,"43","549436","2021","2021-03-26","Počet domů",,"Komárov"
"965528684","0","2409","3206","1","43","549436","2021","2021-03-26","Počet domů","s výtahem","Komárov"
"965515244","124","2409","3206","2","43","549436","2021","2021-03-26","Počet domů","bez výtahu","Komárov"
"965501925","5","2409","5768","9","43","549436","2021","2021-03-26","Počet domů","nezjištěno","Komárov"
"957247868","138","2409",,,"43","549444","2021","2021-03-26","Počet domů",,"Oldřichovice"
"965554653","0","2409","3206","1","43","549444","2021","2021-03-26","Počet domů","s výtahem","Oldřichovice"
"965514630","132","2409","3206","2","43","549444","2021","2021-03-26","Počet domů","bez výtahu","Oldřichovice"
"965487712","6","2409","5768","9","43","549444","2021","2021-03-26","Počet domů","nezjištěno","Oldřichovice"
"957171814","500","2409",,,"43","549452","2021","2021-03-26","Počet domů",,"Chyšky"
"965581366","0","2409","3206","1","43","549452","2021","2021-03-26","Počet domů","s výtahem","Chyšky"
"965541143","489","2409","3206","2","43","549452","2021","2021-03-26","Počet domů","bez výtahu","Chyšky"
"965541144","11","2409","5768","9","43","549452","2021","2021-03-26","Počet domů","nezjištěno","Chyšky"
"957320530","308","2409",,,"43","549461","2021","2021-03-26","Počet domů",,"Pohořelice"
"965513672","1","2409","3206","1","43","549461","2021","2021-03-26","Počet domů","s výtahem","Pohořelice"
"965580506","299","2409","3206","2","43","549461","2021","2021-03-26","Počet domů","bez výtahu","Pohořelice"
"965567032","8","2409","5768","9","43","549461","2021","2021-03-26","Počet domů","nezjištěno","Pohořelice"
"957320478","173","2409",,,"43","549479","2021","2021-03-26","Počet domů",,"Jetětice"
"965554578","0","2409","3206","1","43","549479","2021","2021-03-26","Počet domů","s výtahem","Jetětice"
"965554577","150","2409","3206","2","43","549479","2021","2021-03-26","Počet domů","bez výtahu","Jetětice"
"965567862","23","2409","5768","9","43","549479","2021","2021-03-26","Počet domů","nezjištěno","Jetětice"
"957532919","252","2409",,,"43","549487","2021","2021-03-26","Počet domů",,"Kestřany"
"965568639","0","2409","3206","1","43","549487","2021","2021-03-26","Počet domů","s výtahem","Kestřany"
"965582186","248","2409","3206","2","43","549487","2021","2021-03-26","Počet domů","bez výtahu","Kestřany"
"965555381","4","2409","5768","9","43","549487","2021","2021-03-26","Počet domů","nezjištěno","Kestřany"
"957606030","250","2409",,,"43","549495","2021","2021-03-26","Počet domů",,"Kluky"
"965554735","0","2409","3206","1","43","549495","2021","2021-03-26","Počet domů","s výtahem","Kluky"
"965528014","241","2409","3206","2","43","549495","2021","2021-03-26","Počet domů","bez výtahu","Kluky"
"965581522","9","2409","5768","9","43","549495","2021","2021-03-26","Počet domů","nezjištěno","Kluky"
"957099911","249","2409",,,"43","549509","2021","2021-03-26","Počet domů",,"Kostelec nad Vltavou"
"965487875","0","2409","3206","1","43","549509","2021","2021-03-26","Počet domů","s výtahem","Kostelec nad Vltavou"
"965514777","246","2409","3206","2","43","549509","2021","2021-03-26","Počet domů","bez výtahu","Kostelec nad Vltavou"
"965554828","3","2409","5768","9","43","549509","2021","2021-03-26","Počet domů","nezjištěno","Kostelec nad Vltavou"
"957533248","781","2409",,,"43","549517","2021","2021-03-26","Počet domů",,"Kovářov"
"965514586","0","2409","3206","1","43","549517","2021","2021-03-26","Počet domů","s výtahem","Kovářov"
"965541175","763","2409","3206","2","43","549517","2021","2021-03-26","Počet domů","bez výtahu","Kovářov"
"965514587","18","2409","5768","9","43","549517","2021","2021-03-26","Počet domů","nezjištěno","Kovářov"
"957320563","134","2409",,,"43","549525","2021","2021-03-26","Počet domů",,"Králova Lhota"
"965580671","0","2409","3206","1","43","549525","2021","2021-03-26","Počet domů","s výtahem","Králova Lhota"
"965567180","124","2409","3206","2","43","549525","2021","2021-03-26","Počet domů","bez výtahu","Králova Lhota"
"965580672","10","2409","5768","9","43","549525","2021","2021-03-26","Počet domů","nezjištěno","Králova Lhota"
"957605469","251","2409",,,"43","549533","2021","2021-03-26","Počet domů",,"Poteč"
"965528495","1","2409","3206","1","43","549533","2021","2021-03-26","Počet domů","s výtahem","Poteč"
"965515192","249","2409","3206","2","43","549533","2021","2021-03-26","Počet domů","bez výtahu","Poteč"
"965582031","1","2409","5768","9","43","549533","2021","2021-03-26","Počet domů","nezjištěno","Poteč"
"957248642","101","2409",,,"43","549541","2021","2021-03-26","Počet domů",,"Kučeř"
"965553538","0","2409","3206","1","43","549541","2021","2021-03-26","Počet domů","s výtahem","Kučeř"
"965566852","101","2409","3206","2","43","549541","2021","2021-03-26","Počet domů","bez výtahu","Kučeř"
"965540116","0","2409","5768","9","43","549541","2021","2021-03-26","Počet domů","nezjištěno","Kučeř"
"957172278","96","2409",,,"43","549550","2021","2021-03-26","Počet domů",,"Lhotsko"
"965500820","0","2409","3206","1","43","549550","2021","2021-03-26","Počet domů","s výtahem","Lhotsko"
"965540853","95","2409","3206","2","43","549550","2021","2021-03-26","Počet domů","bez výtahu","Lhotsko"
"965567572","1","2409","5768","9","43","549550","2021","2021-03-26","Počet domů","nezjištěno","Lhotsko"
"957462444","143","2409",,,"43","549568","2021","2021-03-26","Počet domů",,"Lety"
"965580616","0","2409","3206","1","43","549568","2021","2021-03-26","Počet domů","s výtahem","Lety"
"965486868","136","2409","3206","2","43","549568","2021","2021-03-26","Počet domů","bez výtahu","Lety"
"965540410","7","2409","5768","9","43","549568","2021","2021-03-26","Počet domů","nezjištěno","Lety"
"957462607","1606","2409",,,"43","549576","2021","2021-03-26","Počet domů",,"Milevsko"
"965514389","52","2409","3206","1","43","549576","2021","2021-03-26","Počet domů","s výtahem","Milevsko"
"965540997","1515","2409","3206","2","43","549576","2021","2021-03-26","Počet domů","bez výtahu","Milevsko"
"965581198","39","2409","5768","9","43","549576","2021","2021-03-26","Počet domů","nezjištěno","Milevsko"
"957607093","552","2409",,,"43","549584","2021","2021-03-26","Počet domů",,"Mirotice"
"965488526","2","2409","3206","1","43","549584","2021","2021-03-26","Počet domů","s výtahem","Mirotice"
"965555480","498","2409","3206","2","43","549584","2021","2021-03-26","Počet domů","bez výtahu","Mirotice"
"965515442","52","2409","5768","9","43","549584","2021","2021-03-26","Počet domů","nezjištěno","Mirotice"
"957462660","525","2409",,,"43","549592","2021","2021-03-26","Počet domů",,"Mirovice"
"965501566","1","2409","3206","1","43","549592","2021","2021-03-26","Počet domů","s výtahem","Mirovice"
"965488119","513","2409","3206","2","43","549592","2021","2021-03-26","Počet domů","bez výtahu","Mirovice"
"965488120","11","2409","5768","9","43","549592","2021","2021-03-26","Počet domů","nezjištěno","Mirovice"
"957462300","169","2409",,,"43","549606","2021","2021-03-26","Počet domů",,"Mišovice"
"965543556","0","2409","3206","1","43","549606","2021","2021-03-26","Počet domů","s výtahem","Mišovice"
"965570317","141","2409","3206","2","43","549606","2021","2021-03-26","Počet domů","bez výtahu","Mišovice"
"965503564","28","2409","5768","9","43","549606","2021","2021-03-26","Počet domů","nezjištěno","Mišovice"
"957534898","59","2409",,,"43","549614","2021","2021-03-26","Počet domů",,"Myslín"
"965567816","0","2409","3206","1","43","549614","2021","2021-03-26","Počet domů","s výtahem","Myslín"
"965514501","58","2409","3206","2","43","549614","2021","2021-03-26","Počet domů","bez výtahu","Myslín"
"965501054","1","2409","5768","9","43","549614","2021","2021-03-26","Počet domů","nezjištěno","Myslín"
"957320687","292","2409",,,"43","549622","2021","2021-03-26","Počet domů",,"Lípa"
"965581209","0","2409","3206","1","43","549622","2021","2021-03-26","Počet domů","s výtahem","Lípa"
"965487491","286","2409","3206","2","43","549622","2021","2021-03-26","Počet domů","bez výtahu","Lípa"
"965581210","6","2409","5768","9","43","549622","2021","2021-03-26","Počet domů","nezjištěno","Lípa"
"957533435","351","2409",,,"43","549631","2021","2021-03-26","Počet domů",,"Nadějkov"
"965530842","2","2409","3206","1","43","549631","2021","2021-03-26","Počet domů","s výtahem","Nadějkov"
"965569489","321","2409","3206","2","43","549631","2021","2021-03-26","Počet domů","bez výtahu","Nadějkov"
"965490759","28","2409","5768","9","43","549631","2021","2021-03-26","Počet domů","nezjištěno","Nadějkov"
"957462132","397","2409",,,"43","549649","2021","2021-03-26","Počet domů",,"Tečovice"
"965488135","0","2409","3206","1","43","549649","2021","2021-03-26","Počet domů","s výtahem","Tečovice"
"965501572","395","2409","3206","2","43","549649","2021","2021-03-26","Počet domů","bez výtahu","Tečovice"
"965501732","2","2409","5768","9","43","549649","2021","2021-03-26","Počet domů","nezjištěno","Tečovice"
"957389561","125","2409",,,"43","549657","2021","2021-03-26","Počet domů",,"Nevězice"
"965500062","0","2409","3206","1","43","549657","2021","2021-03-26","Počet domů","s výtahem","Nevězice"
"965553550","110","2409","3206","2","43","549657","2021","2021-03-26","Počet domů","bez výtahu","Nevězice"
"965500063","15","2409","5768","9","43","549657","2021","2021-03-26","Počet domů","nezjištěno","Nevězice"
"957099431","599","2409",,,"43","549665","2021","2021-03-26","Počet domů",,"Raškovice"
"965500648","0","2409","3206","1","43","549665","2021","2021-03-26","Počet domů","s výtahem","Raškovice"
"965554101","587","2409","3206","2","43","549665","2021","2021-03-26","Počet domů","bez výtahu","Raškovice"
"965580909","12","2409","5768","9","43","549665","2021","2021-03-26","Počet domů","nezjištěno","Raškovice"
"957533562","318","2409",,,"43","549673","2021","2021-03-26","Počet domů",,"Krásná"
"965515157","0","2409","3206","1","43","549673","2021","2021-03-26","Počet domů","s výtahem","Krásná"
"965501670","265","2409","3206","2","43","549673","2021","2021-03-26","Počet domů","bez výtahu","Krásná"
"965581975","53","2409","5768","9","43","549673","2021","2021-03-26","Počet domů","nezjištěno","Krásná"
"957532609","178","2409",,,"43","549681","2021","2021-03-26","Počet domů",,"Orlík nad Vltavou"
"965580969","0","2409","3206","1","43","549681","2021","2021-03-26","Počet domů","s výtahem","Orlík nad Vltavou"
"965554152","168","2409","3206","2","43","549681","2021","2021-03-26","Počet domů","bez výtahu","Orlík nad Vltavou"
"965487214","10","2409","5768","9","43","549681","2021","2021-03-26","Počet domů","nezjištěno","Orlík nad Vltavou"
"957248384","70","2409",,,"43","549690","2021","2021-03-26","Počet domů",,"Bořenovice"
"965557508","0","2409","3206","1","43","549690","2021","2021-03-26","Počet domů","s výtahem","Bořenovice"
"965557507","68","2409","3206","2","43","549690","2021","2021-03-26","Počet domů","bez výtahu","Bořenovice"
"965557509","2","2409","5768","9","43","549690","2021","2021-03-26","Počet domů","nezjištěno","Bořenovice"
"957170778","165","2409",,,"43","549703","2021","2021-03-26","Počet domů",,"Oslov"
"965554291","0","2409","3206","1","43","549703","2021","2021-03-26","Počet domů","s výtahem","Oslov"
"965581081","144","2409","3206","2","43","549703","2021","2021-03-26","Počet domů","bez výtahu","Oslov"
"965487343","21","2409","5768","9","43","549703","2021","2021-03-26","Počet domů","nezjištěno","Oslov"
"957248553","246","2409",,,"43","549711","2021","2021-03-26","Počet domů",,"Ostrovec"
"965541527","0","2409","3206","1","43","549711","2021","2021-03-26","Počet domů","s výtahem","Ostrovec"
"965541526","221","2409","3206","2","43","549711","2021","2021-03-26","Počet domů","bez výtahu","Ostrovec"
"965541528","25","2409","5768","9","43","549711","2021","2021-03-26","Počet domů","nezjištěno","Ostrovec"
"957388532","351","2409",,,"43","549720","2021","2021-03-26","Počet domů",,"Přílepy"
"965530504","0","2409","3206","1","43","549720","2021","2021-03-26","Počet domů","s výtahem","Přílepy"
"965570560","351","2409","3206","2","43","549720","2021","2021-03-26","Počet domů","bez výtahu","Přílepy"
"965490404","0","2409","5768","9","43","549720","2021","2021-03-26","Počet domů","nezjištěno","Přílepy"
"957533106","139","2409",,,"43","549738","2021","2021-03-26","Počet domů",,"Ponětovice"
"965487086","0","2409","3206","1","43","549738","2021","2021-03-26","Počet domů","s výtahem","Ponětovice"
"965580810","139","2409","3206","2","43","549738","2021","2021-03-26","Počet domů","bez výtahu","Ponětovice"
"965527326","0","2409","5768","9","43","549738","2021","2021-03-26","Počet domů","nezjištěno","Ponětovice"
"957248411","432","2409",,,"43","549746","2021","2021-03-26","Počet domů",,"Předklášteří"
"965540759","1","2409","3206","1","43","549746","2021","2021-03-26","Počet domů","s výtahem","Předklášteří"
"965500719","428","2409","3206","2","43","549746","2021","2021-03-26","Počet domů","bez výtahu","Předklášteří"
"965500720","3","2409","5768","9","43","549746","2021","2021-03-26","Počet domů","nezjištěno","Předklášteří"
"957534724","157","2409",,,"43","549754","2021","2021-03-26","Počet domů",,"Podolí I"
"965516761","0","2409","3206","1","43","549754","2021","2021-03-26","Počet domů","s výtahem","Podolí I"
"965489950","138","2409","3206","2","43","549754","2021","2021-03-26","Počet domů","bez výtahu","Podolí I"
"965556831","19","2409","5768","9","43","549754","2021","2021-03-26","Počet domů","nezjištěno","Podolí I"
"957320818","1482","2409",,,"43","549771","2021","2021-03-26","Počet domů",,"Protivín"
"965541625","17","2409","3206","1","43","549771","2021","2021-03-26","Počet domů","s výtahem","Protivín"
"965541624","1421","2409","3206","2","43","549771","2021","2021-03-26","Počet domů","bez výtahu","Protivín"
"965488108","44","2409","5768","9","43","549771","2021","2021-03-26","Počet domů","nezjištěno","Protivín"
"957462638","148","2409",,,"43","549789","2021","2021-03-26","Počet domů",,"Říčky"
"965567666","0","2409","3206","1","43","549789","2021","2021-03-26","Počet domů","s výtahem","Říčky"
"965527663","147","2409","3206","2","43","549789","2021","2021-03-26","Počet domů","bez výtahu","Říčky"
"965487424","1","2409","5768","9","43","549789","2021","2021-03-26","Počet domů","nezjištěno","Říčky"
"957388386","96","2409",,,"43","549797","2021","2021-03-26","Počet domů",,"Přeštěnice"
"965476870","0","2409","3206","1","43","549797","2021","2021-03-26","Počet domů","s výtahem","Přeštěnice"
"965530512","94","2409","3206","2","43","549797","2021","2021-03-26","Počet domů","bez výtahu","Přeštěnice"
"965503809","2","2409","5768","9","43","549797","2021","2021-03-26","Počet domů","nezjištěno","Přeštěnice"
"957534431","242","2409",,,"43","549801","2021","2021-03-26","Počet domů",,"Putim"
"965568458","0","2409","3206","1","43","549801","2021","2021-03-26","Počet domů","s výtahem","Putim"
"965568457","234","2409","3206","2","43","549801","2021","2021-03-26","Počet domů","bez výtahu","Putim"
"965515170","8","2409","5768","9","43","549801","2021","2021-03-26","Počet domů","nezjištěno","Putim"
"957462066","188","2409",,,"43","549827","2021","2021-03-26","Počet domů",,"Ražice"
"965516659","0","2409","3206","1","43","549827","2021","2021-03-26","Počet domů","s výtahem","Ražice"
"965503238","183","2409","3206","2","43","549827","2021","2021-03-26","Počet domů","bez výtahu","Ražice"
"965556727","5","2409","5768","9","43","549827","2021","2021-03-26","Počet domů","nezjištěno","Ražice"
"957320268","21","2409",,,"43","549835","2021","2021-03-26","Počet domů",,"Milasín"
"965526715","0","2409","3206","1","43","549835","2021","2021-03-26","Počet domů","s výtahem","Milasín"
"965540030","21","2409","3206","2","43","549835","2021","2021-03-26","Počet domů","bez výtahu","Milasín"
"965499939","0","2409","5768","9","43","549835","2021","2021-03-26","Počet domů","nezjištěno","Milasín"
"957462523","555","2409",,,"43","549843","2021","2021-03-26","Počet domů",,"Sepekov"
"965566968","1","2409","3206","1","43","549843","2021","2021-03-26","Počet domů","s výtahem","Sepekov"
"965566967","545","2409","3206","2","43","549843","2021","2021-03-26","Počet domů","bez výtahu","Sepekov"
"965580452","9","2409","5768","9","43","549843","2021","2021-03-26","Počet domů","nezjištěno","Sepekov"
"957604949","134","2409",,,"43","549851","2021","2021-03-26","Počet domů",,"Skály"
"965543939","0","2409","3206","1","43","549851","2021","2021-03-26","Počet domů","s výtahem","Skály"
"965517310","130","2409","3206","2","43","549851","2021","2021-03-26","Počet domů","bez výtahu","Skály"
"965530616","4","2409","5768","9","43","549851","2021","2021-03-26","Počet domů","nezjištěno","Skály"
"957170622","209","2409",,,"43","549860","2021","2021-03-26","Počet domů",,"Slabčice"
"965490526","0","2409","3206","1","43","549860","2021","2021-03-26","Počet domů","s výtahem","Slabčice"
"965503925","200","2409","3206","2","43","549860","2021","2021-03-26","Počet domů","bez výtahu","Slabčice"
"965530615","9","2409","5768","9","43","549860","2021","2021-03-26","Počet domů","nezjištěno","Slabčice"
"957098199","200","2409",,,"43","549878","2021","2021-03-26","Počet domů",,"Smetanova Lhota"
"965476162","1","2409","3206","1","43","549878","2021","2021-03-26","Počet domů","s výtahem","Smetanova Lhota"
"965556608","163","2409","3206","2","43","549878","2021","2021-03-26","Počet domů","bez výtahu","Smetanova Lhota"
"965529786","36","2409","5768","9","43","549878","2021","2021-03-26","Počet domů","nezjištěno","Smetanova Lhota"
"957534075","55","2409",,,"43","549886","2021","2021-03-26","Počet domů",,"Střítež"
"965499940","0","2409","3206","1","43","549886","2021","2021-03-26","Počet domů","s výtahem","Střítež"
"965540031","50","2409","3206","2","43","549886","2021","2021-03-26","Počet domů","bez výtahu","Střítež"
"965526716","5","2409","5768","9","43","549886","2021","2021-03-26","Počet domů","nezjištěno","Střítež"
"957248611","46","2409",,,"43","549894","2021","2021-03-26","Počet domů",,"Skryje"
"965527991","0","2409","3206","1","43","549894","2021","2021-03-26","Počet domů","s výtahem","Skryje"
"965487772","40","2409","3206","2","43","549894","2021","2021-03-26","Počet domů","bez výtahu","Skryje"
"965527992","6","2409","5768","9","43","549894","2021","2021-03-26","Počet domů","nezjištěno","Skryje"
"957100529","50","2409",,,"43","549908","2021","2021-03-26","Počet domů",,"Újezd u Tišnova"
"965580546","0","2409","3206","1","43","549908","2021","2021-03-26","Počet domů","s výtahem","Újezd u Tišnova"
"965553750","47","2409","3206","2","43","549908","2021","2021-03-26","Počet domů","bez výtahu","Újezd u Tišnova"
"965527069","3","2409","5768","9","43","549908","2021","2021-03-26","Počet domů","nezjištěno","Újezd u Tišnova"
"957098831","116","2409",,,"43","549916","2021","2021-03-26","Počet domů",,"Pikárec"
